1 314.032 1127.7
2 260.73 -705.1
3 -1601.11 1647.78
4 -8.25832 613.607
5 -1039.81 782.466
6 333.699 1577.93
7 -604.825 19.7238
8 1690.04 1093.21
9 1054.1 -1341.31
10 -1421.82 18.3146
11 -838.361 765.334
12 -1484.15 -1462.52
13 -1202.96 326.049
14 1757.63 535.296
15 -1366.32 -537.082
16 1562.76 -1286.94
17 -339.464 1804.86
18 -1199.14 -371.378
19 1799.7 -1938.45
20 1792.5 498.567
21 -274.917 562.599
22 719.83 -1524.36
23 1549.5 394.789
24 -22.3308 1847.35
25 -1666.73 -840.971
26 345.793 -210.377
27 1103.94 846.821
28 838.313 -1116.82
29 -477.023 -1342.49
30 -1213.5 -933.713
31 -1375.56 190.168
32 -1618.57 828.423
33 -856.524 1789.86
34 1692.93 452.775
35 1272.24 355.338
36 -0.136719 -630.018
37 1898.8 -212.612
38 -966.959 267.96
39 1196.21 -1929.89
40 1545.44 -1298.07
41 1313.45 1908.44
42 -194.201 165.042
43 884.058 -783.414
44 -1701.4 676.078
45 -70.2372 710.591
46 368.254 1849.15
47 -493.49 1313.6
48 -1996.1 -1887.43
49 1154.53 1350.51
50 -1200.01 1700.42
51 1036.18 1489.13
52 -1879.62 -1606.53
53 1586.59 -1456.89
54 -633.653 1350.49
55 -79.8176 -228.953
56 -259.242 448.724
57 -34.5473 1519.5
58 -569.484 -1660.43
59 -345.535 -71.5847
60 784.285 92.639
61 1024.62 -1109.29
62 1767.59 -1534.32
63 894.163 711.453
64 -1725.07 -1458.12
65 -173.101 10.1508
66 -1290.65 -1454.72
67 1225.23 -1187.54
68 -587.594 1377.15
69 1045.57 -1834.93
70 -229.757 137.578
71 585.142 -1809.51
72 1671.05 1413.5
73 -1296.25 -1153.77
74 -1785.54 726.571
75 290.732 -1292.87
76 1486.77 1100.9
77 1959.76 -104.578
78 483.287 444.359
79 -1755.83 -1665.03
80 1563.29 -967.861
81 -1450.88 405.177
82 1668.89 -1556.98
83 96.0916 -421.827
84 852.024 849.267
85 -118.9 -878.438
86 1005.73 199.93
87 204.431 328.232
88 -676.507 -28.7339
89 867.803 30.8283
90 1760.41 -497.735
91 -1287.52 -1126.87
92 1503.4 -990.689
93 501.299 1963.98
94 200.723 -1598.57
95 -1392.9 -91.6597
96 -696.539 206.395
97 1100.34 225.439
98 825.561 -1029.29
99 1697.7 -1970.01
100 -1863.61 1664.31
101 -8.5522 -1157.76
102 997.946 1383.9
103 1315.52 866.161
104 -298.148 873.366
105 1282.19 -1496.59
106 -1192.48 530.106
107 958.088 977.496
108 60.9085 -395.753
109 1205.99 -167.036
110 -1785.52 1426.05
111 1696.69 -312.29
112 -1574.5 306.966
